heteriske_code,heteriske_name,category,permit_link
2544,"אבא א.ב אחזקות נדלן בע""מ",כללי,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/אבא-א.ב-אחזקות-נדלן-בעמ.pdf
190,"אבי גטי 770 בע""מ",קופת חולים,https://drive.google.com/file/d/134vSPIs5m-IQ4hU5kjDHX4i5M2CmkIe5/view?usp=drive_link
927,אברהם ירט,יהלומים,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אגבד-ייזום-פרויקטים-בתמא-38-בעמ.pdf
1821,"אגרטון ס.ד בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אדיר-מיתוג-ופירסום.pdf
1856,אדיר מיתוג ופירסום,יעוץ,https://drive.google.com/file/d/1oU2XIS325kcu7qE-mY8a20s-r2GU09VZ/view?usp=sharing
651,"אדר נדל""ן והשקעות בע""מ","נדל""ן",https://drive.google.com/file/d/1stNQd37uWT4sC6VhRF7ycqfbfwLg4BcC/view?usp=sharing
527,"אהבת תורה וחסד רמת בית שמש (ע""ר)",חינוך,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/או.סי.ליינס-אינטרשיונל-בעמ.pdf
1808,"או.סי.ליינס אינטרשיונל בע""מ",מכס,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/או.סי.ליינס-בעמ.pdf
1809,"או.סי.ליינס בע""מ",מכס,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אובליגו-ואליו-בעמ.pdf
1968,"אובליגו ואליו בע""מ",השקעות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אוורסט-38-ש.פ.-2014-בעמ.pdf
1840,"אוניברסיטת חיפה מלכ""ר",חינוך,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אוניברסיטת-חיפה-מלכר.pdf
16,אוניקס קרמיקה,קרמיקה ואמבט,https://drive.google.com/file/d/1g5u9t3GK_SFCFsFnGAmJdEL32TxIPh4v/view?usp=sharing
672,"אופק (נ.ה.א) ניהול השקעות אלטרנטיביות בע""מ",בנקים,https://drive.google.com/file/d/1RNyTrBhJL_UeHDHD2ow6e8ZySVrwSbH-/view?usp=sharing
671,"אופק פרויקט לישנסקי 22 ראשון לציון בע""מ","נדל""ן",https://drive.google.com/file/d/1C8eV52p_IrdrfZUYEJhUQqszDHNp4Uo2/view?usp=sharing
2802,"אופקים סנטר בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/אופקים-סנטר-בעמ.pdf
484,"אופרה על הים בע""מ","ייזום ונדל""ן",https://drive.google.com/file/d/1q4LA7b34FJQYdk-uQHK56jp4S6Mg-fdF/view?usp=sharing
654,"אור - לציון ירושלים (ע""ר)",חינוך,https://drive.google.com/file/d/15V7wEM6JIXezfi7SEjztsGnAkGzHpe0J/view?usp=sharing
1953,אור-גני ישראל,טיפוח,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אור-גני-ישראל-.pdf
1885,"אחדות הארץ המובטחת בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אחדות-הארץ-המובטחת-בעמ.pdf
1920,"אי די אם אינטרנשיונל בע""מ",השקעות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אי-די-אם-אינטרנשיונל-בעמ.pdf
658,"אי-לון ג'יפי בע""מ",פיננסים,https://drive.google.com/file/d/1q7aJYnhD3Ryc2ELk_2q3TaCh5bpCRyHM/view?usp=sharing
1928,"אי.פי.ג'י פרי השקעות בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אי.פי.גי-פרי-השקעות-בעמ.pdf
659,"איגוד העסקים החרדים בע""מ",ייעוץ עסקי,https://drive.google.com/file/d/1PA8mTNOF9rVVto7DKTb-TFonxjMOYkRD/view?usp=sharing
23,"אייטופ ב.ה. בע""מ",סלולר ואביזרים,https://drive.google.com/file/d/1-lq2-3pZ-kHY63wKRqub3ISohy4xkRGc/view?usp=sharing
1956,אייס פרינט -א.א. אדיר,דפוס,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אייס-פרינט-א.א.-אדיר-.pdf
60,איכות הטבע,בריאות,https://drive.google.com/file/d/1ieGsXhl0SJ40C2hnfamb5harwgFAyWxj/view?usp=sharing
2547,"אינדיגו מגדל העמק בע""מ",כללי,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/אינדיגו-מגדל-העמק-בעמ.pdf
2553,"אינדיגו מניבים בע""מ",כללי,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/אינדיגו-מניבים-בעמ.pdf
2543,"אינדיגו ניהול בע""מ",כללי,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/אינדיגו-ניהול-בעמ.pdf
2549,"אינדיגו ניהול הצפון בע""מ",כללי,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/אינדיגו-ניהול-הצפון-בעמ.pdf
1739,"אינסוליין מדיקל בע""מ",השקעות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אינסוליין-מדיקל-בעמ.pdf
1926,"אלדד פרי אינטרנשיונל בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אלדד-פרי-אינטרנשיונל-בעמ.pdf
1999,אלון מורן,"נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אלון-מורן.pdf
1709,אלי ייבוא שיווק והפצה,יבוא ויצוא,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אלי-ייבוא-שיווק-והפצה.pdf
461,"אליעזר הלוי 8 בע""מ",בנייה,https://drive.google.com/file/d/1aalI32APyvP5ocMO1KIouiuoeovGYhG0/view?usp=sharing
161,אליעזר קייקוב,מסחר ביהלומים,https://drive.google.com/file/d/127whWcr6R8VI7PBeLFan0xm5IXPYdnU9/view?usp=drive_link
1998,אלישע אלישי להב,"נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אלישע-אלישי-להב.pdf
525,"אמ קיי הולדינגס ישראל 26 בע""מ","נדל""ן",https://drive.google.com/file/d/1pqdeqcGn-malp6QSiuP3oXQn_EWkBUOW/view?usp=sharing
635,"אם. אן. גי התחדשות עירונית בע""מ","נדל""ן",https://drive.google.com/file/d/1jLVzLPz0jLp67so-JrD5YdiQaNX6eaRx/view?usp=sharing
634,"אם.אן.ג'י התחדשות קרית ים בע""מ","נדל""ן",https://drive.google.com/file/d/1Zml37A7tUWXsgKN0OeeEVIHlC8-ohKVT/view?usp=sharing
2326,אמילי,סדנאות לעיסוי תינוקות ויעוץ להורים,https://heteriske.com/wp-content/uploads/custom_uploads/2026/07/אמילי.pdf
1740,"אנ""ש בע""מ",השקעות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אנש-בעמ.pdf
768,"אסיה סיירוס הנדסה וביצוע בע""מ","נדל""ן",https://drive.google.com/file/d/1d6EB1znlswYp15pZEi4b9QP2zd9EQDT4/view?usp=sharing
1962,"אפהל נדל""ן בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אפהל-נדלן-בעמ.pdf
661,"אפטק א. א. י. בע""מ","נדל""ן",https://drive.google.com/file/d/1NU60Xs8cxlptxOwDoIBazZgBWFLHVawc/view?usp=sharing
98,אפי'ס,קייטרינג,https://drive.google.com/file/d/1fYzszSgx87nmnKZuKO3B9JnX45opkEjZ/view?usp=sharing
1820,אפילוגיק בית שמש,טיפוח,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אפילוגיק-בית-שמש.pdf
2803,"אפרת סנטר בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/אפרת-סנטר-בעמ.pdf
1994,"אקס טו וואן ישראל בע""מ",תקשורת,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אקס-טו-וואן-ישראל-בעמ.pdf
713,אקסלנט,קורסים,https://drive.google.com/file/d/1Th2bNg-RnDGZOWXQMcrzdTeduHaQfw-1/view?usp=sharing
1854,אריה טוויג מאסטר בעסקים ושייוק דיגטלי,יעוץ,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/אריה-טוויג-מאסטר-בעסקים-ושייוק-דיגטלי.pdf
1983,"ארמס חברה לסחר בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ארמס-חברה-לסחר-בעמ.pdf
1982,"ארמס מטווחי ירי בע""מ",שונות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ארמס-מטווחי-ירי-בעמ.pdf
59,ב.ח. שיווק,מגנטים והדפסות,https://drive.google.com/file/d/146EH-NM_SF6YXCfLm0hMtCr7GRXylP8P/view?usp=sharing
29,ב.שיינברגר עיצוב פנים,עיצוב פנים,https://drive.google.com/file/d/1OuGvRnS-mPcXtaaBSPX6c1rJ21iX9aiW/view?usp=sharing
449,"בוסתנים מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1AmfxhzeU4ws_tGc9Z-cT2pEExxWXvUgM/view?usp=sharing
452,"ביאליק האם מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1mkIzLLpvcRwgT7ApPUmjQa98MQYmd-Nq/view?usp=sharing
454,"ביאליק מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1FApmHJncb1Ddkh6Po568P7SHaZxnqRUB/view?usp=sharing
1952,"ביבלוג לוגיסטיקה בע""מ",הובלה ואחסנה,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ביבלוג-לוגיסטיקה-בעמ.pdf
9,ביגלנס,אופטיקה,https://drive.google.com/file/d/1a8_-6bCS5yV5mdTlMcNNg3HfTJcvfy4e/view?usp=sharing
1744,ביוטי בית,ריהוט,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ביוטי-בית.pdf
1811,ביזנסט,עסקים,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ביזנסט.pdf
1800,"בית היצירה איבון בע""מ",ציוד לגני ילדים,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/בית-היצירה-איבון-בעמ.pdf
19,בית הכנסת המרכזי אילת השחר פרדס כץ,מוסדות ציבוריים,https://drive.google.com/file/d/1SeRMVnhrgMp1L3ogAw6D5gObRr0z8JYN/view?usp=sharing
443,"בית חדש מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1RzSn-nXDsDp44e37mhgrZVFxe3sXOd0W/view?usp=sharing
455,"בית ירוק מקבוצת בית ירושלמי שלי בע""מ",בנייה,https://drive.google.com/file/d/1dD_sNhWmNlZ7EyduorQFYwGT7Q7yYB0Y/view?usp=sharing
430,"בית ירושלמי שלי אחזקות וניהול פרוייקטים בע""מ",בנייה,https://drive.google.com/file/d/1dloq9WoW8lnyWk96To1iXLNra4u7FZOf/view?usp=drive_link
486,"בית ירושלמי שלי יזמות ובינוי בע""מ",בנייה,https://drive.google.com/file/d/1I9xpsZFQhW055rj5HWCZTRrCvDkoPtxP/view?usp=drive_link
485,"בית ירושלמי שלי נכסים בע""מ",בנייה,https://drive.google.com/file/d/1TI8sv2in8NMLNvKnU_IEe02_HyhKKeqI/view?usp=sharing
429,"בית ירושלמי שלי תמ""א 38 בע""מ",בנייה,https://drive.google.com/file/d/1BulHY3hgRCWaqeC3cpFku-FHTJ-0Oskz/view?usp=drive_link
1801,בית פלוס,"נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/בית-פלוס.pdf
2976,"בני ארי השקעות אודם בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
2972,"בני ארי השקעות אחלמה בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
3057,"בני ארי השקעות הודיה בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
3059,"בני ארי השקעות חיה בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
3055,"בני ארי השקעות יהודית בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
2980,"בני ארי השקעות יהלום בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
3056,"בני ארי השקעות ישפה בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
3064,"בני ארי השקעות לאה בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
2967,"בני ארי השקעות לשם בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
3061,"בני ארי השקעות מיכאל בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
3066,"בני ארי השקעות מיכל בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
3068,"בני ארי השקעות מיכל בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
2968,"בני ארי השקעות נעמה בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
2977,"בני ארי השקעות נפך בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
2978,"בני ארי השקעות פטדה בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
2970,"בני ארי השקעות שהם בע""מ","השקעות נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בני-ארי-היתר.pdf
1942,בני הישיבות,חשמל,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/בני-הישיבות.pdf
193,בני הישיבות גן הדסים מודיעין עילית,שירותים מקצועיים כלליים,https://drive.google.com/file/d/1aFfYD7MXol7WaJgRnSW9GtrHJD8gFuUX/view?usp=sharing
2545,"בנימין ויהודה אחזקות בע""מ",כללי,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/בנימין-ויהודה-אחזקות-בעמ.pdf
473,"בעל התניא ישראל בע""מ",בנייה,https://drive.google.com/file/d/15H0owJqyTqO2-akoU2i0UvKMJM5w71Y2/view?usp=sharing
2001,ברבר רבקה,מצעים,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ברבר-רבקה-.pdf
2540,"ברוהאוס הגולן בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/ברוהאוס-הגולן-בעמ.pdf
1802,"ברכה בככר בע""מ",מפעלי אוכל וצרכניות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ברכה-בככר-בעמ.pdf
921,ברכה צדק,גרפיקה ופרסום,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ברכת-ישראל.pdf
2813,ברמן עשת,אחזקות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ברק-לשם-פיננסים-בעמ.pdf
2124,"ברק לשם פיננסים בע""מ",אשראי,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ברק-פיננסים-.pdf
2125,"ברק שוהם סוכנות פנסיוני(2015) בע""מ",אשראי,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ברכת-ישראל.pdf
1702,בשעה טובה,כלי בית ושטיחים,https://drive.google.com/file/d/1N61tiBMGW-qamjQ9FgBhmjJsQs5T5hPb/view?usp=sharing
446,"בתים מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1Fdp5uKT8ebiVgYloQlNFBck5ThUlp6-g/view?usp=sharing
1841,גאולה אופטיקס,אופטיקה,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/גוט-קרמיק-.pdf
2117,גד,לצפיה בהיתר עסקה,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/גוטמן-אמיר-עוד.pdf
1700,גוט קרמיק,קרמיקה,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/גולדגרף-שוהם.pdf
2147,גולדגרף-שוהם,יודיאקה,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/גולדמוביל-קיה-מודיעין-בעמ.pdf
1813,"גטנדר בע""צ",הובלה ואחסנה,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/גיל-צעד-נבון-בעמ.pdf
1799,"גיל צעד נבון בע""מ",ביגוד והנעלה,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/גלאט-נופש-בעמ.pdf
2142,"גלעד משאט עו""ד","עו""ד",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/גלעד-משאט-עוד.pdf
1803,"גמ""ח אהבת חסד","גמחי""ם",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/גמח-אהבת-חסד.pdf
721,גן פייגי,חינוך,https://drive.google.com/file/d/1nkRkMSYjo3KMgXuuMPDDQLNmK2VIx-qn/view?usp=sharing
2011,גראנאטאוויטש יוכבד,בעלי מלאכה,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/גראנאטאוויטש-יוכבד.pdf
25,גרופריסייל,נדל״ן,https://drive.google.com/file/d/1gcEYezv0a7aq-QOoYv14TiHsX2exF75f/view?usp=sharing
1506,"גרייטדור תעשיות בע""מ",סורגים ופרזול,https://heteriske.com/wp-content/uploads/custom_uploads/2026/06/העתק-היתר-עיסקא-גרייטדור.pdf
192,גרשטנקורן טובה,טיפול רגשי,https://drive.google.com/file/d/1l5yVNDKhuuWci-1DeH9AMgBeywaxGwcn/view?usp=drive_link
2551,"גשר קדמה יזמות בע""מ",כללי,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/גשר-קדמה-יזמות-בעמ.pdf
24,ד. מלכא עיצוב פנים,עיצוב פנים,https://drive.google.com/file/d/1N26bOz2Dzr99XUoUukK5YnIPNUcCbLDa/view?usp=sharing
1726,"ד""ר בני כהן",מרפאת שיניים,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/דר-בני-כהן.pdf
1714,"ד""ר שפירו דניאל",מרפאת שיניים,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/דר-שפירו-דניאל.pdf
1684,דונה לינן (מצעי בן ברבר),מצעים,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/דונה-לינן-מצעי-בן-ברבר.pdf
1995,דפוס שילת,דפוס,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/דפוס-שילת-.pdf
435,"הבית בגנים מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1j7znn7bowP32bDLCkWVYxCj08430JAj6/view?usp=drive_link
436,"הבית בהרצוג מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1oW84k6J5Jut9EgE3k9l4-uozVYeUEu-O/view?usp=drive_link
458,"הבית בהשומר מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1UaWoiI5oBXRA_RlsK_hCj19QwYw49w_-/view?usp=sharing
450,"הבית בכרם מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1vbDhQF1DkDbywbGNx2pCC8YIBFdvItiw/view?usp=sharing
431,"הבית במעלות דפנה מקבוצת בית ירושלמי שלי בע""מ",בנייה,https://drive.google.com/file/d/11zgqHzmNXgYn8lVV4WdKatvT0VQRErSI/view?usp=drive_link
432,"הבית במרגולין מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1AexnCtxkEgV4ShQicA5SF0ek6l3v0n9B/view?usp=drive_link
487,"הבית בנורית מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1zsr-ScKvTzBjk1x-k9UpzvO2ZP52E9_8/view?usp=drive_link
457,"הבית בפינס מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1pfRzEHDaxL416AKS5zwuRQweFRAkJinn/view?usp=sharing
437,"הבית בקוסטריקה מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/11JatfdwZZFzNGQAUkDMZg2afrhtO_0T6/view?usp=drive_link
438,"הבית ברמת שרת מקבוצת בית ירושלמי בע""מ",בנייה,https://drive.google.com/file/d/1D-RbBRSzisfCskJxVqayQbaFVuEehLLP/view?usp=drive_link
2139,"הבנק הדיגיטלי הראשון בע""מ",בנקים,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/הבנק-הדיגיטלי-הראשון-בעמ.pdf
30,"הדר אברהם חברה להשקעות בע""מ",השקעות פיננסיות,https://drive.google.com/file/d/1XsAQX9Kh6vQ6hx5asqImNSbpcZLqofab/view?usp=sharing
789,הויזמן מנחם,אדריכלות תוהשקעות,https://drive.google.com/file/d/12t633jyTyV3BLS70_Eb91MY5q1YD-bXB/view?usp=sharing
1991,הופמן ובניו,הסעות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/הופמן-ובניו.pdf
12,הי קום-הומפיוטר,מכירת מחשבים,https://drive.google.com/file/d/1pVoWntJ-Kk8IpdKdDd7pCowyQciCRgUF/view?usp=sharing
68,הידורים,שירותים מקצועיים כלליים,https://drive.google.com/file/d/1O3uUYJsdv3d_nwiGyHVkv6cxwL9yfFGt/view?usp=sharing
1989,"היי-לימיט שותף כללי בע""מ",השקעות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/היי-לימיט-שותף-כללי-בעמ.pdf
1798,היימשע בייגלס,מפעלי אוכל וצרכניות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/היימשע-בייגלס.pdf
1882,"הל""ה 23-25 בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/הלה-23-25-בעמ.pdf
1691,הלבשה אישית l.v,ביגוד והנעלה,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/הלבשה-אישית-l.v.pdf
633,המרכז לבית ברמה,מוצרי צריכה,https://drive.google.com/file/d/1GECQLdQ2y5473MWOqnQ68AkGU51We9nO/view?usp=sharing
2814,"המרכז לתעשייה ומסחר מפרץ חיפה בע""מ",אחזקות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/המרכז-לתעשיה-ומפרץ-חיפה.pdf
1944,הפאה של צילי,פאות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/הפאה-של-צילי.pdf
2806,"הר שמואל סנטר בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/הר-שמואל-סנטר-בעמ.pdf
1957,"השבועון לבית היהודי -מ.ל. בע""מ",עיתונות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/השבועון-לבית-היהודי-מ.ל.-בעמ.pdf
1835,"השטעטל דיור להשכרה בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/השטעטל-דיור-להשכרה-בעמ.pdf
1834,"השטעטל נכסים והשקעות בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/השטעטל-נכסים-והשקעות-בעמ.pdf
194,השכרת צימרים משה אזרחי,צימרים,https://drive.google.com/file/d/1HfLldbXBcEujyOfZXj3yoaKnhvZEWQF3/view?usp=drive_link
103,וולף יהושע פאלק,שירותים כלליים,https://drive.google.com/file/d/1JRUTJTpfDhyX4P6L-0V_qWcdvcjXEw8R/view?usp=sharing
1948,ויזר יוסף חיים,יעוץ,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ויזר-יוסף-חיים.pdf
1855,וילונות דקורטיב,וילונות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/וילונות-דקורטיב.pdf
1833,"ועשית הישר בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ועשית-הישר-בעמ.pdf
1837,ח. רובינשטיין,"נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/ח.-רובינשטיין.pdf
2016,"חברת איזי בס בע""מ",הסעות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/חברת-איזי-בס-בעמ.pdf
1658,"חברת בש-יונה בע""מ",מצות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/חברת-בש-יונה-בעמ.pdf
765,חברת יוסף גרופ בזלמן ארן 3,"נדל""ן",https://drive.google.com/file/d/1Zc3WprMHpWXgRGabg7ED7vOPf3S6wYd4/view?usp=sharing
760,"חברת מבית משמחים בע""מ","נדל""ן",https://drive.google.com/file/d/1lf43z2NOIDT2Jm7toQydAQpLzdiyIHft/view?usp=sharing
1734,"חברת מי ק. גת בע""מ",תאגיד מים,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/חברת-מי-ק.-גת-בעמ.pdf
754,"חברת משכנות אומנים מסחרי בע""מ","נדל""ן",https://drive.google.com/file/d/1o8hIxucK8S_Guhi5CX_0x9MeQ4QD-_rk/view?usp=sharing
751,"חברת נימה שפע בע""מ","נדל""ן",https://drive.google.com/file/d/1_1iCpg1jDDKoxivkdAs_bnOaqQ3Gyzc0/view?usp=sharing
748,"חברת סלעית א.י.ש בע""מ","נדל""ן",https://drive.google.com/file/d/1yhvCw7M_iSPdvpTN0ybo9a1yFQB3m5c3/view?usp=sharing
749,"חברת סלעית א.י.ש נדל""ן בע""מ","נדל""ן",https://drive.google.com/file/d/1b5MVFXZmouldtDEDZ3sdewQjmvZJ070-/view?usp=sharing
747,"חברת סלעית אבי נדל""ן בע""מ","נדל""ן",https://drive.google.com/file/d/1s-ihM-6sh3TxEIHIaHGcsXi4uCo3nXAp/view?usp=sharing
746,"חברת סלעית דמרי 66 נדל""ן מגורים בע""מ","נדל""ן",https://drive.google.com/file/d/1rbbfdB-Nbsh0WU4sRhSWQ-JZSz609Uru/view?usp=sharing
745,"חברת סלעית דמרי בגבעה בע""מ","נדל""ן",https://drive.google.com/file/d/1vIOMtJikVVnIzbCm3C0-KYIffqHMr_91/view?usp=sharing
744,"חברת סלעית דמרי גבעת זאב בע""מ","נדל""ן",https://drive.google.com/file/d/1ydMdly3VxVE8w1gPfDYQl7Os1UQB2nCk/view?usp=sharing
743,"חברת סלעית יובלים בע""מ","נדל""ן",https://drive.google.com/file/d/1cbrUfbGeSKO9CWOpUBTBPBJqccp7XuH1/view?usp=sharing
742,"חברת סלעית יתד מגורים בע""מ","נדל""ן",https://drive.google.com/file/d/1sFdnlrYD5_EF5XNldL25h8lUDYJ2TmtK/view?usp=sharing
1934,"חברת עדי עד יזמות והשקעות א.ע בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/חברת-עדי-עד-יזמות-והשקעות-א.ע-בעמ.pdf
740,חברת עטרת ישועה,השקעות,https://drive.google.com/file/d/102sIzZm0__QCw60tixPT8wz-wC3C3MPv/view?usp=sharing
1705,חברת פאות מ.קופולוביץ,פאנות,https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/חברת-פאות-מ.קופולוביץ.pdf
682,"חברת שפאן השקעות בע""מ",כללי,https://drive.google.com/file/d/1FIRMRnbuBwv079uCq-D-BJmFNN_elZsM/view?usp=drive_link
681,"חברת תות תקשורת ותוצאות בע""מ",כללי,https://drive.google.com/file/d/17KdQwR9HlSl6wKdXdcI_-vXZd8kr1FYr/view?usp=drive_link
2812,"חוצות הגולן בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/חוצות-הגולן-בעמ.pdf
1832,"חיטוי טק בע""מ","נדל""ן",https://heteriske.com/wp-content/uploads/custom_uploads/2026/05/חיטוי-טק-בעמ.pdf
