chp_number,harav_levin_name,category,biz_type
520028010,"החברה לישראל בע""מ",השקעה ואחזקות,
520028556,"החברה לניהול קרן ההשתלמות להנדסאים וטכנאים בע""מ",קופות גמל,
,הטעם שבעיצוב,חנות,
580464394,"היא תתהלל (ע""ר)",סמינר,
515164143,"הילה מגדלי משרדים בע""מ","נדל""ן ובינוי",
,הכל לשולחן,חנות,
520042177,"הכשרה חברה לביטוח בע""מ",ביטוח,
,הלבשה אישית I.V -לוין יחיאל ברוך,ביגוד,
512904293,"הלה מבני תעשיה בע""מ","נדל""ן ובינוי",
,הלוואה ברגע,מימון,
517014882,"הלל פקדונות בע""מ","הנפקות אג""ח",
511474629,הלמן - אלדובי בית השקעות,השקעה ואחזקות,
512227265,"הלמן - אלדובי קופות גמל ופנסיה בע""מ",פנסיה וגמל,
513657015,"המי""ל-המרכז הישראלי לניהול בע""מ",תוכנות,
516007978,"המצפן - שותפים לדרך בע""מ",הלוואות,
511702482,"המרכז למחקר רפואי ע""ש פלזנסטיין",רפואה,
513389270,המשביר 365 החזקות,מסחר ושרותים,
520042607,"הנדסאים וטכנאים - חברה לניהול קופות גמל בע""מ",קופות גמל,
515672434,"העיקר הבריאות (2017) בע""מ",רפואה,
,הפאה של צילי - לנדמן צילה בתיה,פאות,
513026484,הפניקס אקסלנס פנסיה וגמל,ביטוח,
520041989,"הפניקס בית השקעות בע""מ",פיננסים,
514290345,"הפניקס גיוסי הון (2009) בע""מ","הנפקת אג""ח",
510855927,"הפניקס השקעות ופיננסים בע""מ",פיננסים,
520023185,"הפניקס חברה לביטוח בע""מ",ביטוח,
520041369,"הפניקס סוכנויות ביטוח 1989 בע""מ",ביטוח,
520017450,"הפניקס פיננסים בע""מ",ביטוח,
511751513,"הפניקס פנסיה בע""מ",קרנות פנסיה,
,הפצת ספרי קודש,ספרים,
513834200,"הראל ביטוח מימון והנפקות בע""מ","הנפקת אג""ח",
520033986,"הראל השקעות בביטוח ושירותים פיננסים בע""מ",השקעה ואחזקות,
520004078,"הראל חברה לביטוח בע""מ",ביטוח,
514029156,"הראל סל מטבעות בע""מ",פיננסים,
510750573,"הראל פיננסים אחזקות בע""מ",,
515989440,"הראל פיקדון סחיר בע""מ","הנפקת אג""ח",
512267592,"הראל פנסיה וגמל בע""מ",ביטוח,
511776783,"הראל קרנות נאמנות בע""מ",קרן סל כשרה,
516561875,"הראל ריביות ופיקדונות בע""מ","הנפקות אג""ח",
,הרב אברהם טולידאנו - סופר ומלמד סופרים,סופר,
1957081,הרץ פרופרטיס גרופ,"נדל""ן ובינוי",
513609867,"הרצליה מדיקל סנטר בע""מ",רפואה,
,השקמה,חנות,
516277324,"השקעות בתובעים בע""מ",מימון תביעות רפואיות,
513802231,"וגשל במעוף (2006) בע""מ",מלונאות,
1938333,וו.סי.ג'י נכסים,"נדל""ן ובינוי",
,וואי קאר,השכרת רכב,
520033804,"וואליו קפיטל וואן בע""מ",הלוואות,
1938699,ווטרסטון פרופרטיס,"נדל""ן ובינוי",
520038688,"וויי - בוקס נדל""ן בע""מ","נדל""ן ובינוי",
515559169,"ווישור גלובלטק בע""מ",ביטוח,
515764868,"ווישור חברה לביטוח בע""מ",ביטוח,
520036518,"וולקן תעשיות רכב בע""מ",תעשיה,
515073518,"וולת'סטון נדל""ן בע""מ",,
1866231,וורטון פרופרטיז (בי.וי.איי),"נדל""ן ובינוי",
515005502,וי-פיננסי טכנולגיות,הלוואות,
520038910,"וילאר אינטרנשיונל בע""מ","נדל""ן ובינוי",
514068980,"ויקטורי רשת סופרמרקטים בע""מ",מסחר ושרותים,
512096793,"ויתניה בע""מ","נדל""ן ובינוי",
,"ועד העובדים שע""י המרכז הרפואי שערי צדק",הלוואות,
513895052,"זינגר - המרכז לבית מודיעין עילית בע""מ",מסחר ושרותים,
514477884,"זינגר מרכז הבניה בע""מ",מסחר ושרותים,
580325314,"זכרון צבי - לקידום החינוך החרדי לבנות (ע""ר)",סמינר,
516529989,"ח. אברמוביץ חשמל בעיר בע""מ",חנות חשמל,
520025438,"חברה לנכסים ולבנין בע""מ","נדל""ן ובינוי",
513800367,חברת בנק הדואר,בנקים,
520001736,"חברת גב-ים לקרקעות בע""מ","נדל""ן ובינוי",
512291295,"חברת הגיחון בע""מ",מים,
510960586,"חברת הגמל לעובדי האוניברסיטה העברית בע""מ",קופת גמל,
520000472,"חברת החשמל לישראל בע""מ",חשמל,
520023896,"חברת השקעות דיסקונט בע""מ",השקעה ואחזקות,
520044314,"חברת פרטנר תקשורת בע""מ",תקשורת,
515682292,"חג'ג' אירופה דיוולופמנט צ.ש. בע""מ","נדל""ן ובינוי",
500265004,חדרה,עיריה,
,חולון,עיריה,
,חום נעים צפת,מכירת תנורים,
520041930,חיון מחשבים,מסחר ושרותים,
,חיון קטיה,חנות,
,חיים שניוק,חנות תשמישי קדושה,
500240007,חיפה,עירייה,
,חלומות מתוקים,מצעים ומגבות,
511396046,"חלל-תקשורת בע""מ",תקשורת,
512398017,"חממה מאיר סחר (1996) בע""מ",מסחר ושרותים,
,חנה אייזנשטיין,ציורים,
,חני קניג - פאות,פאות,
580073146,"חסדי נעמי (ע""ר)",אולמות ופעילות חסד,
520040817,"חסון פ.ע. בע""מ",מסחר ושרותים,
510134455,"חשבונות ומסים בע""מ",מסים,
514760073,"ט.א ביודנט מרפאת שיניים בע""מ",מרפאת שיניים,
520041997,"טאואר סמיקונדקטור בע""מ",טכנולוגיה,
511477069,"טאקט מחשבים ומערכות בע""מ",תוכנות,
520013954,"טבע תעשיות פרמצבטיות בע""מ",תרופות,"חברה ציבורית - בע""מ"
580196780,"טהרת ישראל - מקוה חצור הגלילית (ע""ר)",מקוה,
513410720,"טו בי סקיור בע""מ",תוכנות,
513793331,"טו קאר השכרת רכב בע""מ",השכרת רכב,
,טוויק מחשבים,מסחר ושרותים,
,טוליפ - גוטסמן לאה מלכה,חנות,
512836065,"טופספין מדיקאל (ישראל) בע""מ",,"חברה פרטית - בע""מ"
514364165,"טורעאן קליטה ומיחזור בע""מ",פינוי פסולת בנין,
515219731,"טי.ג'י.אל קולמקס שוקי הון בע""מ",השקעה ואחזקות,
516043619,"טי.סי.אי מצדה בע""מ","נדל""ן ובינוי",
516179215,"טי.סי.איי ציון בע""מ","נדל""ן ובינוי",
513810879,"טיפ ייעוץ ויזום בהשקעות בע""מ",,"חברה פרטית - בע""מ"
514582485,"טירת הכרמל טריידינג בע""מ",,
510949431,"טלקאר מוטורס בע""מ",רכב - ליסינג,
513682625,"טמפו משקאות בע""מ",מזון,
520032848,"טמפו תעשיות בירה בע""מ",מזון,
511540809,"טן - חברה לדלק בע""מ",אנרגיה,
512998840,"טנגרם סופט בע""מ",תוכנות,
512420662,"טננבוים רוקחות נהול ושווק בע""מ",בית מרקחת,
516428604,"טקטונה פיי בע""מ",מטבע דיגיטלי,
515606580,"טקטונה פרודקט בע""מ",מטבע דיגיטלי,
516401510,"טקטונה קאסטודי בע""מ",מטבע דיגיטלי,
515989689,"טקטופ שיווק בע""מ",תוכנות,
513594135,"טראס השקעות בע""מ","נדל""ן ובינוי",
515024131,"טריא פי2פי בע""מ",הלוואות,
515927416,טריא פינטק,הלוואות,
515982034,טריא קהילה פיננסית,הלוואות,
1853213,טריטופ ריאלטי,"נדל""ן ובינוי",
513882837,"טרנזילה בע""מ",אשראי,
511999393,"י.ד. בנגב בניה ופתוח בע""מ","נדל""ן ובינוי",
513834606,"י.ד. מור השקעות בע""מ",ביטוח,
520033226,"י.ו.א.ל. ירושלים אויל אקספלוריישין בע""מ",השקעה ואחזקות,
511399388,"י.ח. דמרי בניה ופיתוח בע""מ","נדל""ן ובינוי",
515125862,"י.ע.ז יזמות ובניה והתחדשות עירונית בע""מ",,
515997419,"יגל יוסף מעגלים אנרגיה בע""מ",,
,יד שמשון,"גמ""ח",
515627115,"יהלום ב.כ. בע""מ","נדל""ן ובינוי",
1940909,יו.איי.אר.סי-ג'י.אס.איי (בי.וי.איי),"נדל""ן ובינוי",
520039249,"יו.טי.אס - יוניברסל פתרונות תחבורה בע""מ",רכב - ליסינג,
,יובלים (משולם אייל),חנות,
515517092,"יובלים ב.א. פינוי בינוי נתניה בע""מ","נדל""ן ובינוי",
516182128,"יוזמות - פיתוח נדל""ן בע""מ","נדל""ן ובינוי",
511809071,"יוניברסל מוטורס ישראל בע""מ",מסחר ושרותים,
515712347,"יוניברסל פתרונות מימון בע""מ",הלוואות לרכב,
513360131,"יוניהד ביופארק בע""מ","נדל""ן ובינוי",
520044199,"יוניטרוניקס (1989) (ר""ג) בע""מ",טכנולוגיה,
510468184,"יונקס בע""מ",טיהור מים,
520041948,"יונת קרדיט שירותים פיננסיים בע""מ",אשראי,
,יוסי מעליות,מעליות,
580708519,"יוצאי פוניבז' קרית ספר (ע""ר)",בית הכנסת,
513817171,"יורו - גלוב בע""מ","נדל""ן ובינוי","חברה פרטית - בע""מ"
517067138,"יותם פקדונות בע""מ","הנפקות אג""ח",
,ייבוא ושיווק חשמל - מאיר רביבו,חנות חשמל וחד פעמי,
520025156,"יצוא חברה להשקעות בע""מ",השקעה ואחזקות,
512682659,"יציל פיננסים בע""מ",ניכיון,
500208319,ירוחם - מועצה מקומית,מועצה מקומית,
500230008,ירושלים - עירייה,עירייה,
513682146,"ירושלים מימון והנפקות (2005) בע""מ","הנפקת אג""ח",
580327310,"ישיבת ארחות תורה (ע""ר)",ישיבה,
516291754,"ישפרו בע""מ","נדל""ן ובינוי",
520029208,"ישפרו חברה ישראלית להשכרת מבנים בע""מ","נדל""ן ובינוי",
513492801,"ישראגז (אופק) בע""מ",גז,
510291750,"ישראייר גרופ בע""מ",טיסות,
511483133,"ישראייר תעופה ותיירות בע""מ",טיסות,
512053513,"ישראכרט (נכסים) 1994 בע""מ",,
510706153,"ישראכרט בע""מ",כרטיסי אשראי,
513497628,"ישראכרט מימון בע""מ",אשראי,
,ישראכרט סוכנות לביטוח (2020),,
520039298,"ישראל-קנדה (ט.ר) בע""מ","נדל""ן ובינוי",
520033382,"ישראלום נכסים בע""מ","נדל""ן ובינוי","חברה פרטית - בע""מ"
550010003,ישראמקו-נגב 2,חיפושי נפט וגז,
520042482,"ישרוטל בע""מ",מלונאות,
520017807,"ישרס - חברה להשקעות בע""מ","נדל""ן ובינוי",
,כהן אהרן אריאל,חנות סלולר,
514834613,"כהן פליקס אחזקות ו-א.ש.נ.מ נדלן נדלן בע""מ","נדל""ן ובינוי",
515477792,כהן שי - חברה לשירותים משפטיים,עורך דין,
580364131,כהנא,סמינר,
515556140,"כזית מהדרין בע""מ",,
,כידון - איינפלד חיים דן,אופניים,
,כל בו גרין פארק - דויטש חוה,כל בו,
,כל בו חשמל - סיטונאי לחומרי חשמל ותאורה,חנות,
520017070,"כלכלית ירושלים בע""מ","נדל""ן ובינוי",
520036120,"כלל החזקות עסקי ביטוח בע""מ",,
520024647,"כלל חברה לביטוח בע""מ",ביטוח,
511382343,"כלל פיננסים בע""מ",פיננסים,
512244146,"כלל פנסיה וגמל בע""מ",ביטוח,
520021874,"כלל תעשיות בע""מ",השקעה ואחזקות,
513754069,כללביט מימון,"הנפקת אג""ח",
511941213,"כללית - הנדסה רפואית בע""מ",רפואה,
511589426,"כלמוביל ביטוח סוכנות לביטוח בע""מ",רכב - ליסינג,
510242670,כלמוביל בע'מ,רכב - ליסינג,
513211078,"כלמוביל טרייד-אין בע""מ",רכב - ליסינג,
512869777,"כלמוביל פתרונות מימון בע""מ",רכב - ליסינג,
512899097,"כלמוביל פתרונות מימון לרכב בע""מ",רכב - ליסינג,
520040700,"כנפיים אחזקות בע""מ",שרותים,
513523670,"כספונט בע""מ",משיכת כספים,
510827678,"כרטיסי אשראי לישראל בע""מ",כרטיסי אשראי,
,כרמיאל,עירייה,
513956789,"כרמים שוקי הון בע""מ",,
512646134,"כרמל - רקיקי מצות בע""מ",מזון,
511316903,"כרמל אולפינים בע""מ",תעשיה כימיה גומי ופלסטיק,"חברה פרטית - בע""מ"
520043191,"כרמל אחזקות (אי.אל) בע""מ",מסחר ושרותים,
516211232,"כרמל פיננסים בע""מ",הלוואות,
516191269,"כרמל קרדיט בע""מ",הלוואות,
510063308,"כתית בע""מ",טיסות,
,כתר תפילין - גליק טובה גיטל,תפילין,
,לאומית שירותי בריאות,רפואה,
514304336,"לב אנאטל בע""מ",תקשורת,
514473537,"לד אביבים בע""מ",הלוואות,"חברה פרטית - בע""מ"
520034257,"להב אל. אר. רילאסטייט בע""מ","נדל""ן ובינוי",
516242088,"לובינסקי מימון בע""מ",הלוואות לרכב,
500270004,לוד - עירייה,עירייה,
520043381,"לודן חברה להנדסה בע""מ",שרותים,
,לוין קרמיקה,חנות,
520036005,"לוינסקי - עופר בע""מ","נדל""ן ובינוי",
516505807,"לומינה הנדסה פיננסית בע""מ",השקעה בבנקים,
,לי לה לו,חנות נעליים,
516586047,"ליאם הנדסה גרופ חריש מרכז עסקים בע""מ",,
514443019,"ליאם נחמיאס חברה לבניין בע""מ","נדל""ן ובינוי",
512073453,"ליברטי פרופרטיס בע""מ","נדל""ן ובינוי",
,ליברמן רהיטים - ליברמן שושנה רייזעלה,רהיטים,
863439895,ליווינג סטון איימו,"נדל""ן ובינוי",
1838682,לייטסטון אנטרפרייזס,"נדל""ן ובינוי",
511383226,"ליסוב - גרוזנברג 18 בע""מ",ביטוח,
515609667,"ליסקאר ליסינג ומימון בע""מ",רכב - ליסינג,
511694614,"ליסקאר רם בע""מ",רכב - ליסינג,
520034331,"לנדמארק גרופ בע""מ","נדל""ן ובינוי",
1001171286,לנטרה קנדה אנטרפרייזס לימיטד פרטנרשיפ,"נדל""ן ובינוי",
510512056,"לסיכו בע""מ","נדל""ן ובינוי",
520022971,"לפידות קפיטל בע""מ","נדל""ן ובינוי",
511344186,"מ. יוחננוף ובניו (1988) בע""מ",רשת מזון,
511464927,מ.ג.ע.ר,גבייה - מים,
515266807,"מ.ל.ר.ן נכסים בע""מ","נדל""ן ובינוי",
515266815,"מ.ל.ר.ן צמנט בע""מ","נדל""ן ובינוי",
514097591,"מ.ל.ר.ן. פרוייקטים ומסחר בע""מ","נדל""ן ובינוי",
512129289,"מאזנית הנהלת חשבונות ומיסים י. ו. 1995 בע""מ",מסים,
,מבחר הקלף,קלף,
514617091,"מבט לנגב בע""מ","נדל""ן ובינוי",
514721646,"מבט לנגב תפעול בע""מ","נדל""ן ובינוי",
520019688,"מבטחים מוסד לבטוח סוציאלי של העובדים בע""מ",ביטוח,"חברה פרטית - בע""מ"
520024126,"מבנה נדל""ן (כ.ד) בע""מ","נדל""ן ובינוי",
,מג'סטי,חנות,
500208749,מגדל העמק,עיריה,
520004896,"מגדל חברה לביטוח בע""מ",ביטוח,
514582477,"מגדל טירת הכרמל ע.ש בע""מ",,
512237744,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",ביטוח,
512718230,"מגדל ניהול תיקי השקעות (1998) בע""מ",,
511303661,"מגדל קרנות נאמנות בע""מ",קרן סל כשרה,
520039371,"מגדל שוקי הון (1965) בע""מ",השקעה ואחזקות,
512719485,"מגדלי הים התיכון בע""מ","נדל""ן ובינוי",
513257873,"מגה אור החזקות בע""מ","נדל""ן ובינוי",
520036187,מגה קמעונאות,,
515434074,"מגוריט ישראל בע""מ","נדל""ן ובינוי",
510542855,"מגידו י.ק. בע""מ","נדל""ן ובינוי",
513864207,"מדילנד החזקות בע""מ",,
512565730,מדיקל קומפרישין סיסטם (די.בי.אן.),השקעה ואחזקות,"חברה ציבורית - בע""מ"
,מדרי גלית (רוזמרין),מזון,
520018482,"מהדרין בע""מ",מזון,
500237979,מודיעין עילית - עירייה,עירייה,
1858676,מויניאן,"נדל""ן ובינוי",
515948131,"מולטי לד בע""מ",תאורה,
580252872,"מוסדות ""חסידי דאראג"" (ע""ר)",חסידות,
580595197,"מוסדות מגדל עוז בארה""ק (ע""ר)",רשת כוללים,
580656668,"מוסדות מעזריטש ע""ש המגיד הקדוש ממעזריטש זיע""א (ע""ר)",תלמוד תורה,
,מוצרי גרפיקה - יעל קבסה,גרפיקה,
510709140,"מור - המכון למידע רפואי בע""מ",רפואה,
512106220,"מור אילת בע""מ",רפואה,
513818104,"מור בית השקעות בע""מ",ביטוח,
511922270,"מור ישום מחקרים בע""מ",רפואה,
511631970,מור-מאר,רפואה,
513537613,"מורדות הכרמל (נכסים) בע""מ","נדל""ן ובינוי",
501606891,מושב מגדים ועד מקומי,מושב,
516580818,"מותג אנד פרייס בע""מ",,
514870831,"מותג עירוני בע""מ","נדל""ן ובינוי",
515748358,"מזון וברכה אחיעזר בע""מ",,
520032046,"מזרחי טפחות חברה להנפקות בע""מ","הנפקת אג""ח",
580671618,"מחוברים און ליין (ע""ר)",,
,מחסני המזון - שחורי אסתר גיטל,מזון,
500274733,מטה בנימין - מועצה איזורית,מועצה איזורית,
,מטעמים - שטיינהויז צירל,קייטרינג,
520039413,"מטריקס אי. טי. בע""מ",תוכנות,
511171662,"מטריקס אי. טי. מערכות מידע מתקדמות בע""מ",תוכנות,
520033176,"מטריקס אי. טי. פתרונות אי.אר.פי. בע""מ",תוכנות,
511204026,"מטריקס אי.טי. אינטגרציה ותשתיות בע""מ",תוכנות,
513099747,"מטריקס אי.טי. גלובל סרויסס בע""מ",תוכנות,
511072399,"מטריקס אי.טי. מוצרי תוכנה בע""מ",תוכנות,
520036039,"מטריקס אי.טי. מערכות בע""מ",תוכנות,
510977952,"מטריקס אי.טי. ניהול מערכות בע""מ",תוכנות,
515848901,"מטריקס אי.טי. קלאודזון בע""מ",תוכנות,
512469693,"מטריקס בדיקות ואוטומציה בע""מ",תוכנות,
514513134,מטריקס בי איי,תוכנות,
512881392,"מטריקס דבאופס בע""מ",תוכנות,
512882275,"מטריקס דיפנס בע""מ",תוכנות,
511752065,"מטריקס קונסלטינג בע""מ",תוכנות,
514190156,"מי ברק תאגיד המים והביוב של בני ברק בע""מ",מים,
513427708,"מי התנור בע""מ",מים,
514209162,"מי לוד בע""מ",מים,
513649673,"מי מנשה בע""מ","נדל""ן ובינוי",
513462069,"מי נתניה (2003) בע""מ",מים,
514215391,"מי קרית גת בע""מ",מים,
514049642,מי רקת,מים,
513987057,"מי שבע - תאגיד אזורי למים וביוב בע""מ",מים,
514425651,"מי שמש בע""מ",מים,
,מיגון ישראל - שלסר ישראל,דלתות,
520039496,"מידאס השקעות בנדל""ן בע""מ","נדל""ן ובינוי",
513910034,"מידאס השקעות כחול לבן בע""מ",,
,מידול והדמיות - פרומקין איתי,הדמיה ממוחשבת,
511764193,"מידעטק - טכנולוגיות מידע בע""מ",תוכנות,
512823626,"מידעטק מערכות בע""מ",תוכנות,
,מידערד - דויס בילה,,
516200441,מידר גני עדן עם חברות בנות,"נדל""ן ובינוי",
520039900,"מיה דיינמיקס מוטורס בע""מ",רכבים,
520043795,"מיטב בית השקעות בע""מ",פיננסים,
512065202,"מיטב גמל ופנסיה בע""מ",ביטוח,
510528276,"מיטב טרייד בע""מ",השקעות,
513534974,מיטב תכלית קרנות נאמנות,פיננסים,
510394637,"מיי סייז, אינק",טכנולוגיה,
513069989,"מיכל - קשר עין מכון אופטומטריה בע""מ",רפואה,
515185999,"מיכמן בס""ד",אשראי,
515140119,"מיכמן נדל""ן בס""ד בע""מ","נדל""ן ובינוי",
513893123,"מימון ישיר מקבוצת ישיר (2006) בע""מ",הלוואות,
516192259,"מימון משפטי (א.ק.) בע""מ",מימון תביעות רפואיות,
516197639,"מימון משפטי (ל.ט.) בע""מ",מימון תביעות רפואיות,
514289529,"מיני מרקט רמת אלחנן בע""מ",מכולת,
510930787,מיקרונט,טכנולוגיה,
570009175,מירון - מושב עובדים של הפועל המזרחי להתישבות שיתופית,מושב,
511491839,"מישורים השקעות נדל""ן בע""מ","נדל""ן ובינוי",
513480624,"מיתב - תאגיד אזורי למים וביוב בע""מ",מים,
511263444,"מכבי יזמות וניהול בע""מ",רפואה,
589902279,מכבי שירותי בריאות,רפואה,
513516815,"מכבידנט בע""מ",רפואה,
515793032,"מכבים דנט בע""מ",מרפאת שיניים,
,מכולת הקריה - חנייא אלי,צרכניה,
,מכולת ציטליין 20  (כהן זאדה נאמן),מזון,
580290484,"מכון אוהל דבורה קרית ספר (ע""ר)",בית חינוך,
,מכון ואנוהו - ישראל וודיסלבקי,ייצור ספודיק,
,מכון סופרי המלך - קנפלמכר אלימלך,"מוצרי סת""ם",
515763845,"מכלול מימון בע""מ",אשראי,
515465193,"מלבין שינים בע""מ",מרפאת שיניים,
510678816,"מלונות פתאל בע""מ",מלונאות,
2008787,מליבו אינווסטמנטס אינק.,"נדל""ן ובינוי",
520037789,"מליסרון בע""מ","נדל""ן ובינוי",
520036435,"ממן-מסופי מטען וניטול בע""מ",שרותים,
580542124,"ממקדשי תיראו - מודיעין עילית (ע""ר)",,
,מנג'ט - רוזנפלד טאבה,חד פעמי,
513660373,"מנדלסון תשתיות ותעשיות בע""מ",מסחר ושרותים,
516921285,"מנורה אי.אר.אן מימון בע""מ",אשראי,
515976645,"מנורה אי.אר.אן מימון בקליק בע""מ",אשראי,
520042540,"מנורה מבטחים ביטוח בע""מ",ביטוח,
513937714,"מנורה מבטחים גיוס הון בע""מ","הנפקת אג""ח",
520007469,"מנורה מבטחים החזקות בע""מ",השקעה ואחזקות,
512051152,"מנורה מבטחים נדל""ן בע""מ",השקעה ואחזקות,
512245812,"מנורה מבטחים פנסיה וגמל בע""מ",ביטוח,
515327120,"מניבים קרן הריט החדשה בע""מ","נדל""ן ובינוי",
512764408,"מניף - שרותים פיננסיים בע""מ",הלוואות,
,מנעולן - שלמה עמנואל,מנעולים,
520034505,מנרב אחזקות,"נדל""ן ובינוי",
510962327,"מנרב הנדסה ובנין בע""מ","נדל""ן ובינוי",
511301665,מנרב פרויקטים,"נדל""ן ובינוי","חברה פרטית - בע""מ"
511904781,מנרב תשתיות (1993),"נדל""ן ובינוי","חברה פרטית - בע""מ"
,מסגריית פאלוך - פאלוך חיים אלימלך,מסגרות,
514698141,"מסחר שוקי הון בע""מ",השקעה ואחזקות,
510988009,"מסיעי כל גיל בע""מ",הסעות,
520004896,מסלול הלכה,ביטוח,
512065202,מסלול הלכה,ביטוח,
,מסלולרי - איילנברג אסתר מלכה,חנות פאלפונים,
,מעדני המלך ק.ס - ברוכי ישראל,מסחר ושרותים,
,מעדנית אגמים (רפאלי רפי ושות'),,
514954122,"מעלות מניבים בע""מ","נדל""ן ובינוי",
511891426,"מערכות תקשוב בחינוך (שחם) בע""מ",תוכנות,
,מפלגת יהדות התורה,מפלגה,
512665373,"מפעלי ע. שנפ ושות' בע""מ",תעשיה,
520029315,"מפעלים פטרוכימיים בישראל בע""מ",,
513242818,"מצ' פוינט איי.טי. בע""מ",תוכנות,
510183312,"מצות יהודה משה לודמיר ובניו בע""מ",מאפיה,
512726712,"מצלאוי חברה לבנין בע""מ","נדל""ן ובינוי",
580730497,"מקוה בית פריידא בעלזא (ע""ר)",,
,מקור הברכה - זילברברג חנה פריידל,תשמישי קדושה,
520010869,"מקורות חברת מים בע""מ",מים,
513429035,"מקורות פיתוח וייזום בע""מ",מים,
512905423,"מקס איט פיננסים בע""מ",כרטיסי אשראי,
513791533,"מקסימוס קרדיט בע""מ",ניכיון ומימון לעסקאות,
517081956,"מרב פקדונות בע""מ","הנפקות אג""ח",
,מרגלית שעוני מותג,חנות,
520039264,"מרדכי אביב תעשיות בניה (1973) בע""מ","נדל""ן ובינוי",
510513591,"מרדכי אביב. מפעלי בניה בע""מ","נדל""ן ובינוי",
,מרידיאן,"נדל""ן ובינוי",
,מרכז המתנות וההפתעות - יוסף דוברי,מכשירי כתיבה וצעצועים,
515427904,"מרכז הקווים בע""מ",קרן תומכי תורה,
580110476,"מרכז לבריאות ""חסדי יצחק"" (ע""ר)",,
510928252,"מרכז רפואי מעיני הישועה ש.ר.ב בע""מ",בית חולים,
580129807,"מרכזי בריאות קהילתיים ירושלים (ע""ר)",,
513686154,"מרכנתיל הנפקות בע""מ","הנפקת אג""ח",
,מרפאת שיניים גבריאלוב דניאל,מרפאת שיניים,
511763336,"מרץ השקעות בע""מ",,
,משאלות,השאלות ספרי לימוד,
520023334,"משהב חברה לשכון בנין ופתוח בע""מ","נדל""ן ובינוי",
,משוטים / אנרג'י - בוקובזה פרידה,מכון כושר,
516094877,"משקיעים בחסד בע""מ (חל""צ)",אשראי,
,משרד האוצר,מדינה,
,מתאים לך יופי (אקרמן מיכל),חנות,
,מתוק בכיכר,חנות,
550263107,נאוויטס פטרוליום,חיפושי נפט וגז,
520036070,"נאוי גרופ בע""מ",אשראי,
513931659,"נאוי ליווי פרויקטים בע""מ",אשראי,
34140467,נאנט רייל אסטייט גרופ אן.וי,"נדל""ן ובינוי",
,נגריית גולדברג - גולדברג יוסף חיים,נגרייה,
515141844,"נגריית סטולר 2014 בע""מ",מסחר ושרותים,
1947641,נובל אסטס (בי.וי.איי),"נדל""ן ובינוי",
512125618,"נווה שבא בע""מ",רפואה,
514460765,"נוחות בשיווק ישיר בע""מ",חנות,
514159631,"נוף עירוני יזמות בע""מ","נדל""ן ובינוי",
515089563,"נוף צורים תשע""ד בע""מ","נדל""ן ובינוי",
500244314,נחל שורק - מועצה איזורית,מועצה איזורית,
511725459,"נטו מלינדה סחר בע""מ",מסחר ושרותים,
511930190,"נטוויז'ן בע""מ",תקשורת,
,ניהוז - נויהויז עטרה,פאות,
520018383,נייר חדרה,תעשיה עץ נייר ודפוס,
514906825,"ניסן תקשורת בע""מ",תוכנות,
512539321,"נכסי מריו ו-עמי בע""מ","נדל""ן ובינוי",
1905761,נמקו ריאלטי,"נדל""ן ובינוי",
520029109,"ננו דיימנשן בע""מ",טכנולוגיה,
,נעלי ג'נטילה,חנות,
,נעלי הקריה - דהן מרים,נעלים,
,נעלי עלית - מיטל בוסי,נעלים,
520044389,נעמן גרופ (נ.ו.),מסחר ושרותים,
520020942,"נפטא חברה ישראלית לנפט בע""מ",חיפושי נפט וגז,
520040163,"נץ ארה""ב (ח.י) בע""מ","נדל""ן ובינוי",
520043159,"נצבא החזקות 1995 בע""מ","נדל""ן ובינוי",
511687568,"נקסטקום בע""מ",שרותים,
500202460,נתיבות - עירייה,עירייה,
513436394,"נתיבי הגז הטבעי לישראל בע""מ",גז,
514796044,"נתיבים באורות בע""מ",טיסות,
520039074,"נתנאל גרופ בע""מ","נדל""ן ובינוי",
516235918,"נתנאל מניבים בע""מ","נדל""ן ובינוי",
,נתניה,עירייה,
,ס. ברטראם,,
516015104,"ס.ב. סטנלי יזמות בע""מ","נדל""ן ובינוי",
1921080,סאות'רן פרופרטיס קפיטל,"נדל""ן ובינוי",
475527,סאטל פרופרטיס לימיטד,"נדל""ן ובינוי",
520043720,"סאמיט אחזקות נדל""ן בע""מ","נדל""ן ובינוי",
510766371,"סאן-דור נתיבי אויר בינלאומיים בע""מ",טיסות,
520031808,"סאני תקשורת סלולרית בע""מ",מסחר ושרותים,
520043597,"סאנפלאואר השקעות מתחדשות בע""מ",טכנולוגיה,
,סביון נסיעות ותיירות,נסיעות,
513665356,"סו""ב - ניהול עובדים זרים בע""מ","נדל""ן ובינוי",
513955948,"סוויד אחזקות בע""מ",,
,סויטלנד דיוולופמנט,"נדל""ן ובינוי",
516046307,"סולאיר אנרגיות מתחדשות בע""מ",חשמל,
512882747,סולגרין,חשמל ואנרגיה,
513664524,"סולל בונה - עובדים זרים (2005) בע""מ","נדל""ן ובינוי",
515481539,"סולל בונה - שיקום כבישים בצפון בע""מ","נדל""ן ובינוי",
,סופר בני תורה,חנות ירקות,
540326717,סופר פאוור חשמל,חשמל,
,סופר קייק,יבואן חד פעמי,
511499923,"סופרגז הנגב (1990) בע""מ",גז,
513938548,"סופרגז לבית בע""מ",גז,
